 format: day,hour,forecast,value  location:51_129 Start : 20221229 
 30,1100,+27,262.000000 
 30,1100,+28,264.000000 
 30,1100,+29,270.000000 
 30,1100,+30,286.000000 
 30,1100,+31,314.000000 
 30,1100,+32,337.000000 
 30,1100,+33,346.000000 
 30,1100,+34,350.000000 
 30,1100,+35,353.000000 
 30,1100,+36,345.000000 
 30,1100,+37,338.000000 
 30,1100,+38,330.000000 
 30,1100,+39,325.000000 
 30,1100,+40,323.000000 
 30,1100,+41,324.000000 
 30,1100,+42,326.000000 
 30,1100,+43,330.000000 
 30,1100,+44,330.000000 
 30,1100,+45,320.000000 
 30,1100,+46,317.000000 
 30,1100,+47,322.000000 
 30,1100,+48,322.000000 
 30,1100,+49,321.000000 
 30,1100,+50,323.000000 
 30,1100,+51,325.000000 
 30,1100,+52,326.000000 
 30,1100,+53,329.000000 
 30,1100,+54,328.000000 
 30,1100,+55,326.000000 
 30,1100,+56,324.000000 
 30,1100,+57,322.000000 
 30,1100,+58,320.000000 
 30,1100,+59,318.000000 
 30,1100,+60,316.000000 
 30,1100,+61,319.000000 
 30,1100,+62,325.000000 
 30,1100,+63,323.000000 
 30,1100,+64,319.000000 
 30,1100,+65,318.000000 
 30,1100,+66,314.000000 
 30,1100,+67,314.000000 
 30,1100,+68,317.000000 
 30,1100,+69,318.000000 
 30,1100,+70,315.000000 
 30,1100,+71,318.000000 
 30,1100,+72,322.000000 
 30,1100,+73,324.000000 
 30,1100,+74,329.000000 
 30,1100,+75,335.000000 
 30,1100,+76,342.000000 
 30,1400,+6,60.000000 
 30,1400,+7,58.000000 
 30,1400,+8,90.000000 
 30,1400,+9,115.000000 
 30,1400,+10,127.000000 
 30,1400,+11,132.000000 
 30,1400,+12,171.000000 
 30,1400,+13,223.000000 
 30,1400,+14,247.000000 
 30,1400,+15,255.000000 
 30,1400,+16,252.000000 
 30,1400,+17,250.000000 
 30,1400,+18,255.000000 
 30,1400,+19,260.000000 
 30,1400,+20,261.000000 
 30,1400,+21,261.000000 
 30,1400,+22,261.000000 
 30,1400,+23,260.000000 
 30,1400,+24,262.000000 
 30,1400,+25,264.000000 
 30,1400,+26,270.000000 
 30,1400,+27,286.000000 
 30,1400,+28,314.000000 
 30,1400,+29,337.000000 
 30,1400,+30,346.000000 
 30,1400,+31,350.000000 
 30,1400,+32,353.000000 
 30,1400,+33,345.000000 
 30,1400,+34,338.000000 
 30,1400,+35,330.000000 
 30,1400,+36,325.000000 
 30,1400,+37,323.000000 
 30,1400,+38,324.000000 
 30,1400,+39,326.000000 
